,NEname,SIG.ConflictPPS,SIG.ConflictPkg,SIG.RecvErrPPS,SIG.RecvErrPkg,SIG.RecvKB,SIG.RecvKBPS,SIG.RecvLoss,SIG.RecvLossPPS,SIG.RecvPPS,SIG.RecvPkg,SIG.SendErrPkg,SIG.SendKB,SIG.SendKBPS,SIG.SendLoss,SIG.SendLossPPS,SIG.SendPPS,SIG.SendPkg,SIG.SenderrPPS,dateTime
88,CQVOLTETAS6BZX_4-5_CSCF,0.00000,0,0.00000,0,143177,159.08558,0,0.00000,439757.77778,395782000,0,147298,163.66404,0,0.00000,360682.22222,324614000,0.00000,20210426003000
89,CQVOLTETAS5BZX_3-5_DRA,0.00000,0,0.00000,0,2242387,2491.54078,0,0.00000,2453056.66667,2207751000,0,1013835,1126.48327,0,0.00000,1312412.22222,1181171000,0.00000,20210426003000
90,CQVOLTETAS7BZX_1-6_BOSS,0.00000,0,0.00000,0,3986,4.42854,0,0.00000,24511.11111,22060000,0,57905,64.33916,0,0.00000,72068.88889,64862000,0.00000,20210426004500
91,CQVOLTETAS7BZX_4-6_CSCF,0.00000,0,0.00000,0,134575,149.52726,0,0.00000,412831.11111,371548000,0,137837,153.15252,0,0.00000,338716.66667,304845000,0.00000,20210426004500
92,CQVOLTETAS7BZX_1-5_BOSS,0.00000,0,0.00000,0,121,0.13453,0,0.00000,2055.55556,1850000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
93,CQVOLTETAS5BZX_3-6_DRA,0.00000,0,0.00000,0,583,0.64826,0,0.00000,10022.22222,9020000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
94,CQVOLTETAS7BZX_4-5_CSCF,0.00000,0,0.00000,0,634,0.70396,0,0.00000,11263.33333,10137000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
95,CQVOLTETAS6BZX_1-5_BOSS,0.00000,0,0.00000,0,3790,4.21072,0,0.00000,22748.88889,20474000,0,56958,63.28644,0,0.00000,70668.88889,63602000,0.00000,20210426004500
96,CQVOLTETAS6BZX_1-6_BOSS,0.00000,0,0.00000,0,61,0.06755,0,0.00000,1038.88889,935000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
97,CQVOLTETAS3BZX_1-6_BOSS,0.00000,0,0.00000,0,768,0.85358,0,0.00000,3623.33333,3261000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
98,CQVOLTETAS3BZX_1-5_BOSS,0.00000,0,0.00000,0,4972,5.52408,0,0.00000,28523.33333,25671000,0,56461,62.73473,0,0.00000,72552.22222,65297000,0.00000,20210426004500
99,CQVOLTETAS3BZX_3-5_DRA,0.00000,0,0.00000,0,2190612,2434.01388,0,0.00000,2397067.77778,2157361000,0,964817,1072.01900,0,0.00000,1264023.33333,1137621000,0.00000,20210426004500
100,CQVOLTETAS3BZX_3-6_DRA,0.00000,0,0.00000,0,58,0.06458,0,0.00000,1033.33333,930000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
101,CQVOLTETAS4BZX_1-5_BOSS,0.00000,0,0.00000,0,4429,4.92102,0,0.00000,24997.77778,22498000,0,57249,63.60988,0,0.00000,70984.44444,63886000,0.00000,20210426004500
102,CQVOLTETAS4BZX_3-6_DRA,0.00000,0,0.00000,0,58,0.06479,0,0.00000,1036.66667,933000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
103,CQVOLTETAS4BZX_1-6_BOSS,0.00000,0,0.00000,0,790,0.87817,0,0.00000,3671.11111,3304000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
104,CQVOLTETAS4BZX_3-5_DRA,0.00000,0,0.00000,0,2190944,2434.38257,0,0.00000,2397120.00000,2157408000,0,962566,1069.51833,0,0.00000,1260194.44444,1134175000,0.00000,20210426004500
105,CQVOLTETAS4BZX_4-6_CSCF,0.00000,0,0.00000,0,58,0.06451,0,0.00000,1032.22222,929000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
106,CQVOLTETAS4BZX_4-5_CSCF,0.00000,0,0.00000,0,144244,160.27072,0,0.00000,419102.22222,377192000,0,142857,158.72984,0,0.00000,350656.66667,315591000,0.00000,20210426004500
107,CQVOLTETAS6BZX_3-5_DRA,0.00000,0,0.00000,0,2186658,2429.61961,0,0.00000,2391313.33333,2152182000,0,960883,1067.64827,0,0.00000,1251122.22222,1126010000,0.00000,20210426004500
108,CQVOLTETAS6BZX_3-6_DRA,0.00000,0,0.00000,0,634,0.70438,0,0.00000,11270.00000,10143000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
109,CQVOLTETAS6BZX_4-6_CSCF,0.00000,0,0.00000,0,634,0.70479,0,0.00000,11276.66667,10149000,0,0,0.00000,0,0.00000,0.00000,0,0.00000,20210426004500
